docid,content
7164,"2020 INFINITI QX60 SIGNATURE EDITION, 48576, Majestic White, Graphite, Front-wheel Drive, 20–27, Gasoline, Automatic CVT, 3.5L V6 24V GDI DOHC, 12256, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7165,"2018 Toyota Highlander XLE, 36761, Blue, Black, All-wheel Drive, 20–26, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 42948, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7166,"2018 Chevrolet Tahoe LT, 49981, Black, Jet Black / Dark Ash, 4WD, 16–22, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 48874, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7167,"2019 Toyota Corolla LE, 19290, Black, Black, Front-wheel Drive, 28–36, Gasoline, Automatic CVT, 1.8L I4 16V MPFI DOHC, 62753, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7168,"2017 Toyota RAV4 XLE, 28600, Silver Sky Metallic, Ash, Front-wheel Drive, 23–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 17554, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7169,"2019 Chevrolet Tahoe Premier, 68499, Black, Mahogany, Four-wheel Drive, 15–21, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 37172, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7170,"2020 Chevrolet Silverado 1500 LT, 38800, Satin Steel Metallic, Jet Black, Four-wheel Drive, 20–23, Gasoline, 8-Speed Automatic, 5.3L V8 16V GDI OHV, 47230, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7171,"2018 BMW i3 94 Ah w/Range Extender, 28998, Black, –, Rear-wheel Drive, Transmission, Electric, 1-Speed Automatic, Electric, 11862, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7172,"2019 Toyota Tundra SR5, 50755, Silver Sky Metallic, Black, Four-wheel Drive, 13–17, Gasoline, 6-Speed Automatic, 5.7L V8 32V MPFI DOHC, 17405, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7173,"2019 BMW 530e iPerformance, 39998, Black Sapphire Metallic, Canberra Beige, Rear-wheel Drive, Transmission, Hybrid, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo Hybrid, 22631, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7174,"2020 Ford F-150 XLT, 43250, Black, Black, Four-wheel Drive, 18–23, Gasoline, 10-Speed Automatic, 2.7L V6 24V PDI DOHC Twin Turbo, 16693, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7175,"2019 Ford Edge Titanium, 33640, Black, Ebony, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 21099, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7176,"2018 Jeep Grand Cherokee Limited, 32984, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 30824, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7177,"2021 Nissan Rogue S, 29500, Gun Metallic, Charcoal, Front-wheel Drive, 27–35, Gasoline, Automatic CVT, 2.5L I4 16V GDI DOHC, 18392, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7178,"2015 Jeep Grand Cherokee Altitude, 24430, Brilliant Black Crystal Pearlcoat, Black, Four-wheel Drive, 17–24, E85 Flex Fuel, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC Flexible Fuel, 82459, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7179,"2018 Dodge Durango GT, 39989, White Knuckle Clearcoat, Black, All-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 32439, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7180,"2012 Toyota Highlander SE, 16988, Sizzling Crimson Mica, Black, All-wheel Drive, 17–22, Gasoline, 5-Speed Automatic, 3.5L V6 24V MPFI DOHC, 97832, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7181,"2020 Nissan Rogue SV, 24500, Gun Metallic, Charcoal, All-wheel Drive, 25–32, Gasoline, Automatic CVT, 2.5L I4 16V MPFI DOHC, 62810, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7182,"2020 Kia Sorento LX, 27550, Passion Red, Black, Front-wheel Drive, 22–29, Gasoline, 6-Speed Automatic, 2.4L I4 16V GDI DOHC, 13128, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7183,"2019 GMC Terrain SLE, 28877, Satin Steel Metallic, Jet Black, All-wheel Drive, 28–38, Diesel, 6-Speed Automatic, 4 Cylinder Engine, 13120, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7184,"2021 Kia Telluride EX, 49000, Dark Moss, Gray, All-wheel Drive, 0–24, Gasoline, Automatic, Regular Unleaded V-6 3.8 L/231, 9622, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7185,"2014 Buick Enclave Premium, 13200, Carbon Black Metallic, Ebony, All-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 179674, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7186,"2018 Mercedes-Benz AMG E 43 Base 4MATIC, 60736, Gray Metallic, Black, All-wheel Drive, 19–25, Gasoline, 9-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 16089, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7187,"2018 Cadillac XT5 Luxury, 29500, Black, Tan, All-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 85816, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7188,"2019 Cadillac XT5 Luxury, 41995, Stellar Black Metallic, Jet Black, All-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 22934, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7189,"2007 Lexus ES 350 , 10400, Tungsten Metallic, Lt Gray, Front-wheel Drive, 21–30, Gasoline, Automatic, 3.5L SFI 24-valve V6 engine-inc: dual variable valve timing w/in, 121000, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7190,"2019 GMC Terrain SLT, 31688, Red Quartz Tintcoat, Jet Black, All-wheel Drive, 24–28, Gasoline, 9-Speed Automatic, 1.5L I4 16V GDI DOHC Turbo, 34224, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7191,"2017 Ford Explorer Limited, 28980, Shadow Black, Ebony Black, Four-wheel Drive, 18–25, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 106652, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7192,"2016 Toyota 4Runner Limited, 38500, Midnight Black Metallic, Redwood, Four-wheel Drive, 17–21, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 56450, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7193,"2018 Ford Edge Titanium, 28989, Shadow Black, Ebony, All-wheel Drive, 20–27, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 60861, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7194,"2020 Ford Explorer ST, 50962, Magnetic Metallic, Ebony, Four-wheel Drive, 18–24, Gasoline, 10-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 10727, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7195,"2019 Jeep Cherokee Limited, 25572, Granite Crystal Clearcoat Metallic, Black, Front-wheel Drive, 22–31, Gasoline, 9-Speed Automatic, 2.4L I4 16V MPFI SOHC, 59261, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7196,"2018 Mazda CX-5 Touring, 27000, Machine Gray Metallic, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 38837, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7197,"2018 Jeep Grand Cherokee Limited, 32405, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 46514, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7198,"2018 Audi A4 2.0T Premium Plus, 35612, Mythos Black Metallic, Black, All-wheel Drive, 24–34, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 20117, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7199,"2018 Jeep Grand Cherokee Limited, 31190, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 48441, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7200,"2016 Jeep Compass Sport, 15000, Dark Blue, Black, Four-wheel Drive, 22–27, Gasoline, Automatic, 2.4L I4 16V MPFI DOHC, 52591, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7201,"2020 Ford Escape SEL, 32424, Ingot Silver Metallic, Ebony, All-wheel Drive, 23–31, Gasoline, 8-Speed Automatic, 4 Cylinder Engine, 5718, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7202,"2018 Chrysler Pacifica Touring-L, 29999, Brilliant Black Crystal Pearlcoat, Black, Front-wheel Drive, 19–28, E85 Flex Fuel, 9-Speed Automatic, 3.6L V6 24V MPFI DOHC Flexible Fuel, 14655, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7203,"2019 Subaru Outback 2.5i Limited, 29393, Abyss Blue Pearl, Gray, All-wheel Drive, 25–32, Gasoline, Automatic CVT, 2.5L H4 16V MPFI DOHC, 52650, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7204,"2016 Ford Mustang EcoBoost Premium, 24994, Shadow Black, Ebony, Rear-wheel Drive, 22–31, Gasoline, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 88007, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7205,"2016 Mercedes-Benz AMG G AMG G 63 4MATIC, 99118, Alien Green, Designo Black, All-wheel Drive, 12–14, Gasoline, 7-Speed Automatic, 5.5L V8 32V GDI DOHC Twin Turbo, 74068, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7206,"2018 Jeep Grand Cherokee Limited, 33998, Diamond Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 32700, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7207,"2019 Acura RDX Base, 34382, Gunmetal Metallic, Espresso, Front-wheel Drive, 22–28, Gasoline, 10-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 24980, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7208,"2012 Honda Accord EX-L, 12850, Basque Red Pearl II, Ivory, Front-wheel Drive, 20–30, Gasoline, 5-Speed Automatic, 3.5L V6 24V MPFI SOHC, 92866, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7209,"2020 Volvo S60 T5 Momentum, 35254, Crystal White Pearl Metallic, Blond, Front-wheel Drive, 23–34, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 13576, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7210,"2018 Lexus RX 350 , 39990, –, –, All-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.5L V6 24V GDI DOHC, 46861, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7211,"2017 Mercedes-Benz GLS 450 Base 4MATIC, 54899, Obsidian Black Metallic, Black, All-wheel Drive, 19–22, Gasoline, 9-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 52275, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7212,"2020 Honda Civic Sport, 26689, Aegean Blue Metallic, Black, Front-wheel Drive, 25–36, Gasoline, 6-Speed Manual, 2.0L I4 16V MPFI DOHC, 12790, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7213,"2016 Jeep Grand Cherokee Limited, 23000, Granite Crystal Clearcoat Metallic, Black, Rear-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 100950, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7214,"2014 Mazda Mazda3 i Touring, 13998, Liquid Silver Metallic, Black, Front-wheel Drive, 0–41, Gasoline, Automatic, Regular Unleaded I-4 2.0 L/122, 85430, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7215,"2018 Acura MDX 3.5L w/Technology Package, 38990, Crystal Black Pearl, Ebony, All-wheel Drive, 18–26, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 47390, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7216,"2019 Acura RDX Base, 36950, Red, Parchment, All-wheel Drive, 21–27, Gasoline, 10-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 32099, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7217,"2018 Honda Accord Touring, 32795, Obsidian Blue Pearl, Gray, Front-wheel Drive, 29–35, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 24420, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7218,"2017 Honda CR-V EX-L, 29695, White Diamond Pearl, Ivory, All-wheel Drive, 27–33, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 39518, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7219,"2017 RAM 1500 Express, 30998, Brilliant Black Crystal Pearlcoat, Diesel Gray/Black, Four-wheel Drive, 0–21, Gasoline, Automatic, Regular Unleaded V-8 5.7 L/345, 63133, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7220,"2013 BMW 328 i xDrive, 14987, Imperial Blue Metallic, Tan, All-wheel Drive, 22–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 96794, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7221,"2018 Jeep Grand Cherokee Limited, 32900, Black, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 47928, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7222,"2018 Nissan Rogue SL, 28238, White, Charcoal, All-wheel Drive, 25–32, Gasoline, Automatic CVT, 2.5L I4 16V MPFI DOHC, 17406, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7223,"2010 Ford Fusion Hybrid Base, 6488, Brilliant Silver Metallic, Charcoal Black, Front-wheel Drive, 41–36, Hybrid, Automatic CVT, 2.5L I4 16V MPFI DOHC Hybrid, 144652, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7224,"2018 Cadillac Escalade Luxury, 53995, Crystal White Tri-Coat, Kona Brown, Four-wheel Drive, 14–21, Gasoline, 10-Speed Automatic, 6.2L V8 16V GDI OHV, 48729, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7225,"2019 Mercedes-Benz CLA 250 Base 4MATIC, 29977, White, Black, All-wheel Drive, 24–32, E85 Flex Fuel, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, 32003, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7226,"2014 Chevrolet Tahoe LTZ, 34995, White Diamond Tri-Coat, Ebony, Four-wheel Drive, 15–21, E85 Flex Fuel, 6-Speed Automatic, 5.3L V8 16V MPFI OHV Flexible Fuel, 76054, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7227,"2018 BMW X5 xDrive35i, 40495, Carbon Black Metallic, Black, All-wheel Drive, 18–24, Gasoline, 8-Speed Automatic, 3.0L I6 24V GDI DOHC Turbo, 63099, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7228,"2021 INFINITI QX80 PREMIUM SELECT, 73915, Moonstone White, Graphite, Rear-wheel Drive, 14–20, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 16616, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7229,"2016 BMW 328 i, 21312, Alpine White, Coral Red / Black, Rear-wheel Drive, 23–35, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 61269, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7230,"2019 Chevrolet Traverse Premier, 44533, Mosaic Black Metallic, Jet Black, Front-wheel Drive, 18–27, Gasoline, 9-Speed Automatic, 3.6L V6 24V GDI DOHC, 31249, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7231,"2019 Chevrolet Silverado 2500 High Country, 67591, Graphite Metallic, Saddle, Four-wheel Drive, Transmission, Diesel, 6-Speed Automatic, 6.6L V8 32V DDI OHV Turbo Diesel, 38858, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7232,"2019 Ford Edge Titanium, 38225, Stone Gray Metallic, Black, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 21542, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7233,"2017 INFINITI QX80 Base, 46556, Liquid Platinum, Graphite, All-wheel Drive, 13–19, Gasoline, 7-Speed Automatic, 5.6L V8 32V GDI DOHC, 26267, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7234,"2018 GMC Terrain Denali, 32261, Ebony Twilight Metallic, Jet Black, Front-wheel Drive, 22–28, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 31470, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7235,"2018 Ford Explorer XLT, 34990, Oxford White, Ebony Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 37818, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
