,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
7703,2020 Hyundai Palisade Limited,48967,Moonlight Cloud,Black,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,17939,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.8,V6,21.5,8,moderate
7704,2016 Lexus IS 200t Base,28991,White,Gray,Rear-wheel Drive,22–33,Gasoline,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,17429,False,False,False,False,False,True,True,False,2016,RWD,Gasoline,True,2.0,I4,27.5,8,moderate
7705,2013 Mercedes-Benz GL-Class GL 450 4MATIC,19940,Arctic White,Black,All-wheel Drive,14–19,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,119262,True,False,True,False,False,True,True,False,2013,AWD,Gasoline,True,4.7,V8,16.5,7,cheap
7706,2020 Toyota Corolla LE,21999,Gray,–,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,41238,False,False,False,False,False,True,True,False,2020,FWD,Gasoline,False,1.8,I4,34.0,-1,moderate
7707,2019 Honda CR-V EX,29142,White,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,12261,True,False,False,True,True,True,True,False,2019,FWD,Gasoline,True,1.5,I4,31.0,-1,moderate
7708,2016 Audi S3 2.0T Premium Plus,6950,Mythos Black Metallic,Black,All-wheel Drive,23–31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,36553,False,False,False,False,False,True,True,False,2016,AWD,Gasoline,True,2.0,I4,27.0,-1,cheap
7709,2018 BMW X2 xDrive28i,30990,Sunset Orange Metallic,Oyster,All-wheel Drive,21–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,30250,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,26.0,8,moderate
7710,2019 Chevrolet Corvette Stingray,62490,Torch Red,Adrenaline Red,Rear-wheel Drive,16–25,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,83239,False,False,False,True,True,True,False,False,2019,RWD,Gasoline,False,6.2,V8,20.5,8,expensive
7711,2017 Hyundai Santa Fe SE,17844,Java Espresso,Beige,Front-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,97412,False,False,False,False,True,True,True,False,2017,FWD,Gasoline,False,3.3,V6,21.5,6,cheap
7712,2018 BMW X3 xDrive30i,35987,Alpine White,–,All-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,49214,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,25.5,8,moderate
7713,2018 Ford Escape S,20564,Magnetic Metallic,Charcoal Black,Front-wheel Drive,21–29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,39230,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,2.5,I4,25.0,6,moderate
7714,2020 Kia Sportage LX,22376,Pacific Blue,Gray,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,40491,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.4,I4,26.5,6,moderate
7715,2019 Mercedes-Benz GLC 300 Base 4MATIC,37632,Obsidian Black Metallic,Black,All-wheel Drive,22–27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,42114,True,False,False,True,False,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.5,9,moderate
7716,2016 BMW 535 i xDrive,27985,Alpine White,–,All-wheel Drive,20–29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,55252,False,False,True,False,False,True,True,False,2016,AWD,Gasoline,True,3.0,I6,24.5,8,moderate
7717,2018 Porsche Macan S,58862,Volcano Grey Metallic,Black,All-wheel Drive,17–23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,17801,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,3.0,V6,20.0,7,moderate
7718,2013 Chevrolet Camaro 2SS,27999,Summit White,Black,Rear-wheel Drive,Transmission,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV,59920,False,False,False,False,False,True,True,False,2013,RWD,Gasoline,False,6.2,V8,-1.0,6,moderate
7719,2004 Toyota Camry SE V6,8965,Lunar Mist Metallic,Black,Front-wheel Drive,20–29,Gasoline,5-Speed Automatic,3.3L V6 24V MPFI DOHC,73177,False,False,False,False,False,False,False,False,2004,FWD,Gasoline,False,3.3,V6,24.5,5,cheap
7720,2020 Ford Expedition XLT,56500,Rapid Red Metallic Tinted Clearcoat,Medium Stone,Four-wheel Drive,17–22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,16525,False,False,False,True,True,True,True,True,2020,AWD,Gasoline,True,3.5,V6,19.5,10,moderate
7721,2018 Cadillac XT5 Luxury,29700,Radiant Silver Metallic,Jet Black,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,42267,True,True,True,True,True,True,True,True,2018,FWD,Gasoline,False,3.6,V6,22.5,8,moderate
7722,2019 Chevrolet Traverse LS,29495,Mosaic Black Metallic,Jet Black,Front-wheel Drive,18–27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,36751,False,False,False,False,True,True,True,False,2019,FWD,Gasoline,False,3.6,V6,22.5,9,moderate
7723,2015 Jeep Compass Sport,16995,Bright White Clearcoat,Dark Slate Gray,Four-wheel Drive,22–27,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,56320,False,False,False,False,False,True,True,False,2015,AWD,Gasoline,False,2.4,I4,24.5,-1,cheap
7724,2014 Acura RDX Base,18890,–,–,All-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,91449,True,False,False,False,False,True,True,False,2014,AWD,Gasoline,False,3.5,V6,23.0,6,cheap
7725,2018 Ford Escape Titanium,26000,Shadow Black,Charcoal Black,Four-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,45836,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
7726,2019 Ford Edge SEL,33000,Magnetic Metallic,Ebony,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11278,False,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
7727,2017 Mazda CX-5 Grand Touring,21500,Jet Black Mica,Black,All-wheel Drive,23–29,Gasoline,6-Speed Automatic,2.5L I4 16V,87700,True,True,True,False,False,True,True,True,2017,AWD,Gasoline,False,2.5,I4,26.0,6,moderate
7728,2015 Jeep Grand Cherokee SRT,54995,Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,13–19,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,52473,True,True,True,True,False,True,True,True,2015,AWD,Gasoline,False,6.4,V8,16.0,8,moderate
7729,2020 Nissan Rogue SV,29825,Scarlet Ember,Charcoal,All-wheel Drive,25–32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,13269,True,False,False,True,True,True,True,True,2020,AWD,Gasoline,False,2.5,I4,28.5,-1,moderate
7730,2021 Mercedes-Benz AMG G 63 Base,279999,Designo,Black,All-wheel Drive,13–16,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,15800,False,False,True,True,True,True,True,False,2021,AWD,Gasoline,True,4.0,V8,14.5,9,expensive
7731,2020 Ford F-150 Lariat,49800,Agate Black Metallic,Black,Four-wheel Drive,18–23,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,17165,True,False,False,True,True,True,True,True,2020,AWD,Gasoline,False,5.0,V8,20.5,10,moderate
7732,2018 GMC Terrain SLT,29241,Graphite Gray Metallic,Jet Black,All-wheel Drive,28–38,Diesel,6-Speed Automatic,1.6L I4 16V DDI DOHC Turbo Diesel,42005,False,True,True,True,True,True,True,False,2018,AWD,Diesel,True,1.6,I4,33.0,6,moderate
7733,2018 Dodge Durango GT,34738,Granite Clearcoat,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,59778,True,True,False,True,True,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7734,2019 Chevrolet Silverado 2500 LTZ,69518,Black,Jet Black,Four-wheel Drive,Transmission,Diesel,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,18987,False,False,True,True,False,True,True,False,2019,AWD,Diesel,True,6.6,V8,-1.0,6,expensive
7735,2016 Chevrolet Tahoe LT,46795,Black,Jet Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,31923,False,False,False,True,False,True,True,False,2016,AWD,Gasoline,False,5.3,V8,19.0,6,moderate
7736,2011 Porsche Panamera 4,24995,Gray,Black,AWD,18–26,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,105000,False,False,True,False,False,True,True,False,2011,AWD,Gasoline,False,3.6,V6,22.0,7,moderate
7737,2021 Toyota Highlander XLE,43988,Blizzard Pearl,Graphite,All-wheel Drive,20–27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,14100,True,False,False,True,True,True,True,True,2021,AWD,Gasoline,False,3.5,V6,23.5,8,moderate
7738,2021 Volvo S60 T5 Momentum,34950,Black,Charcoal,Front-wheel Drive,23–34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,21822,False,False,False,True,True,True,True,False,2021,FWD,Gasoline,True,2.0,I4,28.5,8,moderate
7739,2012 FIAT 500 Pop,9994,Rosso Brillante (Red Tri-Coat),Black Interior,Front-wheel Drive,27–32,Gasoline,Automatic,1.4L 16-valve I4 multi-air engine,35775,False,False,False,False,False,True,False,False,2012,FWD,Gasoline,False,1.4,I4,29.5,-1,cheap
7740,2019 Ford F-150 XL,31000,Ingot Silver Metallic,Medium Earth Gray,Rear-wheel Drive,19–25,E85 Flex Fuel,6-Speed Automatic,3.3L V6 24V PDI DOHC Flexible Fuel,34898,False,False,False,False,False,True,True,False,2019,RWD,Flexible Fuel,False,3.3,V6,22.0,6,moderate
7741,2021 Toyota RAV4 LE,30800,Silver Sky Metallic,Black,Front-wheel Drive,27–35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,19374,False,False,False,False,True,True,True,False,2021,FWD,Gasoline,False,2.5,I4,31.0,8,moderate
7742,2015 Honda Odyssey Touring,29537,Dark Cherry Pearl,Beige,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,43220,True,False,True,False,False,True,True,False,2015,FWD,Gasoline,False,3.5,V6,23.5,6,moderate
7743,2014 BMW 328 i xDrive,13875,White,Black,All-wheel Drive,22–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,118796,True,False,True,False,False,True,True,False,2014,AWD,Gasoline,True,2.0,I4,27.5,8,cheap
7744,2019 Lincoln Nautilus Black Label,49285,White Platinum Tri-Coat Metallic,Jet Black,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,24467,True,True,True,True,False,True,True,True,2019,AWD,Gasoline,True,2.0,I4,22.5,8,moderate
7745,2018 Mercedes-Benz C-Class C 300 4MATIC,36500,Black,Black,All-wheel Drive,23–32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,18741,False,False,False,True,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,27.5,9,moderate
7746,2015 Honda Civic Si,19995,White,Black / Red,Front-wheel Drive,22–31,Gasoline,6-Speed Manual,2.4L I4 16V MPFI DOHC,82862,False,False,False,False,False,True,True,False,2015,FWD,Gasoline,False,2.4,I4,26.5,6,cheap
7747,2021 Volvo S60 T5,38855,Crystal White Metallic,Charcoal,AWD,22–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,16872,True,False,True,True,False,True,True,True,2021,AWD,Gasoline,True,2.0,I4,27.5,8,moderate
7748,2018 Mercedes-Benz CLA 250 Base 4MATIC,34501,Mountain Gray Metallic,Black,All-wheel Drive,24–32,E85 Flex Fuel,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,34215,True,False,True,True,False,True,True,False,2018,AWD,Flexible Fuel,True,2.0,I4,28.0,7,moderate
7749,2021 BMW X3 xDrive30i,47998,Phytonic Blue Metallic,Canberra Beige,All-wheel Drive,23–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13909,True,True,True,False,True,True,True,False,2021,AWD,Gasoline,True,2.0,I4,26.0,8,moderate
7750,2019 Jeep Cherokee Limited,26989,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19–27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,30349,True,True,False,True,False,True,True,False,2019,AWD,Gasoline,False,3.2,V6,23.0,9,moderate
7751,2006 GMC Envoy SLT,4595,Emerald Green Metallic,Light Tan/Ebony,Four-wheel Drive,15–21,Gasoline,Automatic,"Engine, Vortec 4200 SFI I6, includes transmission oil cooler (29",133273,True,False,True,False,False,False,False,False,2006,AWD,Gasoline,False,-1.0,I6,18.0,-1,cheap
7752,2018 Mercedes-Benz GLS 450 Base 4MATIC,48250,Black,Black,All-wheel Drive,17–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,57124,False,False,False,True,False,True,True,False,2018,AWD,Gasoline,True,3.0,V6,19.5,9,moderate
7753,2018 Lexus IS 300 Base,41995,Silver,Red,All-wheel Drive,19–26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,42629,True,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,3.5,V6,22.5,6,moderate
7754,2019 GMC Yukon SLT Standard Edition,49900,Onyx Black,Black,Four-wheel Drive,15–21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,51097,False,False,True,True,True,True,True,False,2019,AWD,Gasoline,False,5.3,V8,18.0,6,moderate
7755,2018 Honda Accord Touring,30995,Champagne Frost Pearl,Ivory,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,17868,True,False,True,True,True,True,True,True,2018,FWD,Gasoline,True,1.5,I4,32.0,-1,moderate
7756,2018 Mercedes-Benz GLS 450 Base 4MATIC,58995,Black,Black,AWD,17–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,7642,True,True,True,True,True,True,True,True,2018,AWD,Gasoline,True,3.0,V6,19.5,9,moderate
7757,2018 Chrysler Pacifica Limited,36947,Jazz Blue Pearlcoat,Black,Front-wheel Drive,19–28,E85 Flex Fuel,9-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,25623,True,True,True,True,False,True,True,False,2018,FWD,Flexible Fuel,False,3.6,V6,23.5,9,moderate
7758,2019 Acura RDX Base,36835,Modern Steel,–,All-wheel Drive,21–27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,25829,True,False,False,False,True,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.0,10,moderate
7759,2021 BMW X3 xDrive30i,52999,Phytonic Blue Metallic,Canberra Beige,All-wheel Drive,23–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10186,False,True,True,False,True,True,True,False,2021,AWD,Gasoline,True,2.0,I4,26.0,8,moderate
7760,2018 Honda CR-V EX-L,32935,Lunar Silver Metallic,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19901,True,False,False,True,False,True,True,True,2018,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
7761,2020 Land Rover Defender SE,67900,Fuji White,Ebony,All-wheel Drive,Transmission,Gasoline,Automatic,I4,14137,False,False,True,False,True,True,False,True,2020,AWD,Gasoline,False,-1.0,I4,-1.0,-1,expensive
7762,2020 Jeep Grand Cherokee Limited,41561,Bright White Clearcoat,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10299,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7763,2019 INFINITI QX60 Luxe,29995,Liquid Platinum,Wheat,All-wheel Drive,19–26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,46893,True,True,True,False,False,True,True,False,2019,AWD,Gasoline,False,3.5,V6,22.5,-1,moderate
7764,2009 GMC Yukon Denali,18990,Summit White,Cocoa / Light Cashmere,All-wheel Drive,12–19,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI OHV Flexible Fuel,128208,False,True,False,True,False,True,False,False,2009,AWD,Flexible Fuel,False,6.2,V8,15.5,6,cheap
7765,2011 Dodge Ram 1500 Laramie,17998,Saddle Brown Pearlcoat,Light Pebble Beige / Dark Brown,Rear-wheel Drive,14–20,Gasoline,Automatic,5.7L V8 16V MPFI OHV,133865,False,True,False,False,False,True,True,False,2011,RWD,Gasoline,False,5.7,V8,17.0,-1,cheap
7766,2019 Honda Pilot EX-L,36798,Crystal Black Pearl,Black,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,27286,True,False,False,True,True,True,True,False,2019,FWD,Gasoline,False,3.5,V6,23.0,6,moderate
7767,2020 BMW X7 xDrive40i,80990,Alpine White,Cognac,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,24246,False,False,True,True,True,True,True,False,2020,AWD,Gasoline,True,3.0,I6,22.5,8,expensive
7768,2017 Chevrolet Silverado 1500 Custom,28498,Silver Ice Metallic,Black,Rear-wheel Drive,18–24,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,84968,False,False,False,False,False,True,True,False,2017,RWD,Gasoline,False,5.3,V8,21.0,6,moderate
7769,2020 Mercedes-Benz GLC 300 Base 4MATIC,50997,Lunar Blue Metallic,Silk Beige / Black,All-wheel Drive,21–28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13591,False,False,False,True,True,True,True,False,2020,AWD,Gasoline,True,2.0,I4,24.5,9,moderate
7770,2020 Nissan Rogue Sport S,24495,Gun Metallic,Charcoal,All-wheel Drive,24–30,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,44394,False,False,False,False,True,True,True,True,2020,AWD,Gasoline,False,2.0,I4,27.0,-1,moderate
7771,2018 Toyota RAV4 XLE,29874,Super White,Black,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,23581,False,False,False,False,False,True,True,True,2018,FWD,Gasoline,False,2.5,I4,26.5,6,moderate
7772,2018 Ford Explorer XLT,31698,Platinum,Ebony Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,67238,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,3.5,V6,19.0,6,moderate
7773,2018 Chevrolet Corvette Z06,82791,Arctic White,Adrenaline Red,Rear-wheel Drive,15–22,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,15747,False,False,False,True,True,True,False,False,2018,RWD,Gasoline,False,6.2,V8,18.5,8,expensive
7774,2012 Acura TSX 2.4,16490,Black,Ebony,Front-wheel Drive,22–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,69050,True,False,False,False,False,True,True,False,2012,FWD,Gasoline,False,2.4,I4,26.5,5,cheap
7775,2019 Volkswagen Golf Alltrack TSI SE,31916,Pure White,Beige,All-wheel Drive,22–30,Gasoline,6-Speed Automatic with Auto-Shift,1.8L I4 16V GDI DOHC Turbo,16402,True,False,False,False,False,True,True,True,2019,AWD,Gasoline,True,1.8,I4,26.0,6,moderate
7776,2021 Subaru Ascent Premium 8-Passenger,37988,Abyss Blue Pearl,Ivory,All-wheel Drive,21–27,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,12877,False,False,False,False,False,True,True,False,2021,AWD,Gasoline,True,2.4,H4,24.0,-1,moderate
7777,2020 Toyota Camry XSE,36995,Black,Red,Front-wheel Drive,27–38,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,11497,True,False,False,True,True,True,True,False,2020,FWD,Gasoline,False,2.5,I4,32.5,8,moderate
7778,2016 Toyota 4Runner Limited,41500,Blizzard Pearl,Sand Beige,Four-wheel Drive,17–21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,30947,False,False,True,False,False,True,True,False,2016,AWD,Gasoline,False,4.0,V6,19.0,5,moderate
7779,2018 Toyota Tundra SR5,41848,Midnight Black Metallic,Black,Rear-wheel Drive,13–18,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,31592,False,False,True,False,False,True,True,False,2018,RWD,Gasoline,False,5.7,V8,15.5,6,moderate
7780,2014 Mercedes-Benz E-Class E 350,16990,Black,Black,Rear-wheel Drive,21–30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,110500,False,False,False,False,False,True,True,False,2014,RWD,Gasoline,False,3.5,V6,25.5,7,cheap
7781,2020 Chrysler 300 Limited,27203,Silver Mist Clearcoat,Black,Rear-wheel Drive,19–30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,42835,False,True,True,True,True,True,True,False,2020,RWD,Gasoline,False,3.6,V6,24.5,8,moderate
7782,2019 Tesla Model 3 Long Range,52900,Pearl White Multi,Black / White,All-wheel Drive,120–112,Electric,1-Speed Automatic,Electric,16820,True,True,True,False,False,True,True,False,2019,AWD,Electric,False,0.0,E,0.0,0,moderate
7783,2018 BMW 430 Gran Coupe i,29995,Mineral Gray Metallic,Black,Rear-wheel Drive,24–34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55183,True,False,True,False,True,True,True,False,2018,RWD,Gasoline,True,2.0,I4,29.0,8,moderate
7784,2018 Cadillac Escalade Premium Luxury,66997,Radiant Silver Metallic,Jet Black,Four-wheel Drive,14–21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,24110,False,True,True,True,True,True,True,False,2018,AWD,Gasoline,False,6.2,V8,17.5,10,expensive
7785,2019 Honda CR-V EX-L,30302,Lunar Silver Metallic,Gray,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20982,True,False,False,True,True,True,True,True,2019,FWD,Gasoline,True,1.5,I4,31.0,-1,moderate
7786,2020 Honda Civic LX,22803,Rallye Red,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,13163,False,False,False,False,False,True,True,False,2020,FWD,Gasoline,False,2.0,I4,34.0,-1,moderate
7787,2017 Mercedes-Benz GLS 450 Base 4MATIC,44000,–,–,All-wheel Drive,19–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,65794,False,False,True,True,True,True,True,True,2017,AWD,Gasoline,True,3.0,V6,20.5,9,moderate
7788,2017 Jeep Grand Cherokee Limited,30294,Bright White Clearcoat,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46429,True,True,True,True,False,True,True,True,2017,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7789,2018 Volkswagen Tiguan 2.0T SE,24692,Pure White,Black,Front-wheel Drive,22–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,15033,True,False,True,True,False,True,True,True,2018,FWD,Gasoline,True,2.0,I4,24.5,8,moderate
7790,2018 Toyota RAV4 XLE,24442,Black,Black,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,34592,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,2.5,I4,26.5,6,moderate
7791,2017 Ford Escape SE,20533,Oxford White,Medium Light Stone,Front-wheel Drive,23–30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,22501,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,True,1.5,I4,26.5,6,moderate
7792,2018 Chevrolet Tahoe LT,44998,Tungsten Metallic,Cocoa / Dune,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,60355,True,False,False,True,True,True,True,False,2018,AWD,Gasoline,False,5.3,V8,19.0,6,moderate
7793,2020 Mercedes-Benz GLS 450 Base 4MATIC,89999,designo Diamond White Metallic,–,All-wheel Drive,19–23,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,14568,False,False,True,True,False,True,True,False,2020,AWD,Gasoline,True,3.0,I6,21.0,9,expensive
